date,yt_pred_time_trend_1_dummy,yt_pred_time_trend_2_dummy,yt_pred_time_trend_3_dummy,yt_true,yt_pred_mlp_8,yt_pred_stacked_mlp
1948-03-01,1465.662719298245,1601.698014332579,1614.8201357448772,1902,1888.1827194795085,1883.1534693139088
1948-04-01,1573.7153508771926,1702.875218855807,1720.358098367527,1846,1983.316236258442,1939.4147306052553
1948-05-01,1636.6100877192978,1758.8945279022255,1780.5120527161596,2083,1983.9057651298165,1892.82407431129
1948-06-01,1791.0837719298245,1906.4927826209027,1932.0188408960375,2262,2158.206630463098,2084.893448401107
1948-07-01,2181.2942982456134,2289.82787674059,2319.0363576440045,2193,2554.716004430552,2533.9061811109796
1948-08-01,3286.0837719298243,3387.741912175921,3420.4067082232177,3792,3127.6382010032016,3224.9487829434315
1948-09-01,2536.2942982456134,2631.0770121560754,2666.971997896835,2343,3252.5870748991897,3492.9799395664727
1948-10-01,2067.2416666666663,2155.1489512225576,2194.0480161385403,2313,2329.5981921141965,2224.277276172519
1948-11-01,1887.7153508771928,1968.747202998112,2010.4242366325457,2179,2212.224623916176,2132.6864065828877
1948-12-01,1649.1890350877188,1723.3454541304968,1767.574343589375,1975,2040.1687921261073,2016.6512439869591
1949-01-01,1472.402631578947,1540.174718659374,1614.7986552471782,1880,1933.9856433428845,1838.4356306677512
1949-02-01,1454.7710526315786,1516.6499199367522,1593.4057781957022,1930,1924.1423549711633,1896.2684076311295
1949-03-01,1591.4552631578945,1647.4409085529358,1726.134879014617,2060,2053.1856895118212,2049.004682792035
1949-04-01,1699.5078947368415,1749.600317366216,1830.03858928287,1843,2121.5484272168123,2077.0926070099395
1949-05-01,1762.402631578947,1806.6018307026875,1888.5905932109888,2052,2138.687668806007,2074.2585815882458
1949-06-01,1916.8763157894732,1955.1822897114173,2038.5277329042349,2039,2266.962148436801,2213.790710950878
1949-07-01,2307.086842105263,2339.499588121157,2424.0079030994516,2351,2466.5137574813493,2433.34039241493
1949-08-01,3411.876315789473,3438.3958278465407,3523.8732090597973,3394,3112.618594561917,3251.9181201241045
1949-09-01,2662.086842105263,2682.713132116748,2768.965756048429,3581,2846.6459543004894,3016.640934569319
1949-10-01,2193.0342105263153,2207.767275473282,2294.6013335390307,2489,2984.594223440351,3097.2310394574856
1949-11-01,2013.5078947368415,2022.3477315388895,2109.5694152158144,2468,2447.2105980837373,2336.3675240013486
1949-12-01,1774.981578947368,1777.928186961327,1865.3436852893049,2134,2239.3206142584313,2176.2384981414443
1950-01-01,1598.195175438596,1595.7396557802567,1711.2244619976505,1903,2070.482450931117,1995.8158248486704
1950-02-01,1580.5635964912276,1573.1970613476874,1688.5203519305992,1719,2033.9567299616112,1989.7650353954866
1950-03-01,1717.2478070175434,1704.9702542539237,1819.9705216678208,1617,2029.406107196107,2031.4423562616857
1950-04-01,1825.3004385964907,1808.1118673572569,1922.6276027882636,1818,1992.4547221399064,1940.6552377093012
1950-05-01,1888.195175438596,1866.0955849837808,1979.9652795024535,2067,2110.0116713746493,2077.573837744582
1950-06-01,2042.6688596491224,2015.658248282563,2128.7203939156525,2457,2224.1421048950897,2178.556972238541
1950-07-01,2432.879385964912,2400.9577509823557,2513.050840764705,2600,2698.725168540335,2700.5676431352476
1950-08-01,3537.668859649122,3500.8361949977916,3611.798725312769,3530,3306.4569679950814,3381.33869825883
1950-09-01,2787.879385964912,2746.1357035580513,2855.8061528229996,2693,3577.9127824475627,3732.5990475397725
1950-10-01,2318.8267543859647,2272.1720512046386,2380.3889127690836,2448,2725.543317076077,2701.1937008081422
1950-11-01,2139.300438596491,2087.7347115602984,2194.3364788352305,2250,2495.2768998701727,2469.3638873067343
1950-12-01,1900.7741228070172,1844.2973712727885,1949.1225352319668,1972,2192.076661085717,2177.622693083817
1951-01-01,1723.987719298245,1663.0910443817706,1794.0474001974408,1682,2002.6536193907416,1950.7759584536263
1951-02-01,1706.3561403508768,1641.530654239254,1770.4196803214,1730,1840.2046706665633,1781.4902031863971
1951-03-01,1843.0403508771924,1774.286051435543,1900.978542183514,1814,1878.897587188282,1831.8217273083776
1951-04-01,1951.09298245614,1878.4098688289284,2002.776617362731,1900,2021.392437881441,1963.862264144632
1951-05-01,2013.987719298245,1937.375790745505,2059.287590069577,2051,2188.512920383572,2144.1525720750883
1951-06-01,2168.4614035087716,2087.92065833434,2207.2483024093153,2290,2435.1810102057907,2411.9987252096803
1951-07-01,2558.6719298245607,2474.202365324185,2590.8166491187885,2599,2744.434115647027,2769.0959779411105
1951-08-01,3663.461403508771,3575.0630136296736,3688.834735461154,3428,3174.05274303599,3294.6471602967913
1951-09-01,2913.671929824561,2821.344726479986,2932.1446666995707,2262,3072.884291689687,3229.3470038902037
1951-10-01,2444.6192982456137,2348.3632784166257,2456.062232307722,2242,2483.5509210914006,2411.6696728695115
1951-11-01,2265.09298245614,2164.9081430623382,2269.376905969818,2103,2264.6624653623826,2225.986411534261
1951-12-01,2026.5666666666664,1922.453007064881,2023.5623718963857,1825,2022.963487717205,1997.8971869980016
1952-01-01,1849.7802631578943,1742.2288844639158,1867.9189483255736,1670,1861.170430536143,1764.938496807097
1952-02-01,1832.148684210526,1721.6506986114518,1843.755241847128,1681,1841.2098938175805,1792.8236390046297
1952-03-01,1968.8328947368416,1855.3883000977933,1973.81041904072,1713,1931.991998367332,1891.2066494756848
1952-04-01,2076.885526315789,1960.4943217812315,2075.1371114852964,1954,1986.95592812284,1919.1028244791273
1952-05-01,2139.7802631578943,2020.4424479878603,2131.2090033913846,1876,2135.9430138505127,2108.3941124616226
1952-06-01,2294.2539473684205,2171.969519866748,2278.7629368642465,2272,2269.715557738094,2207.8093877538104
1952-07-01,2684.46447368421,2559.2334311466457,2661.9568066407255,2612,2684.394358505219,2733.6900191222726
1952-08-01,3789.253947368421,3661.076283742187,3759.632717983981,3590,3034.7348630131005,3180.8044930512924
1952-09-01,3039.46447368421,2908.3402008825524,3002.6327761571665,2496,2886.170529707978,3044.3978895033097
1952-10-01,2570.4118421052626,2436.3409571092443,2526.27277063397,2441,2457.412065039796,2393.7043620233776
1952-11-01,2390.8855263157893,2253.868026045009,2339.3421750986013,2340,2268.818424125736,2220.6471577788975
1952-12-01,2152.359210526315,2012.3950943376049,2093.3146737615853,2090,2050.985174066736,2018.2979385608182
1953-01-01,1975.5728070175433,1833.153176026692,1937.490584861072,1812,1941.2403823671848,1864.1554159885372
1953-02-01,1957.941228070175,1813.5571944642809,1913.1785149868072,1788,1874.60763595522,1816.6704865561264
1953-03-01,2094.6254385964908,1948.2770002406749,2043.117630718462,1837,1953.9523878268485,1912.39503473392
1953-04-01,2202.6780701754383,2054.3652262141654,2144.3605636349844,1993,2052.1593362767467,2005.7203847073936
1953-05-01,2265.5728070175433,2115.295556710847,2200.3809979468997,2021,2106.013694969407,2054.8273351053876
1953-06-01,2420.0464912280695,2267.8048328797877,2347.915775759471,2199,2347.070659818835,2295.872143032577
1953-07-01,2810.2570175438595,2656.050948449738,2731.1227918095415,2622,2725.7064562485552,2744.8082131663805
1953-08-01,3915.04649122807,3758.876005335332,3828.8441513602697,3787,3177.812773310017,3314.04978057198
1953-09-01,3165.2570175438595,3007.1221267657493,3071.921959674812,2914,3138.628777513312,3318.8876987075237
1953-10-01,2696.204385964912,2536.105087282494,2595.6720062268532,2487,2807.7356996866615,2800.505973695462
1953-11-01,2516.6780701754383,2354.6143605083116,2408.883764700604,2314,2485.0704908958696,2428.4612879268516
1953-12-01,2278.1517543859645,2114.1236330909596,2163.0309193065905,2139,2199.9500823455037,2166.385387604843
1954-01-01,2101.3653508771927,1935.8639190700997,2007.4137882829607,2124,2028.9013016174065,1971.4214185565295
1954-02-01,2083.7337719298243,1917.250141797741,1983.3409782194624,2214,2033.0370799700192,2026.19105455527
1954-03-01,2220.4179824561397,2052.9521518641877,2113.5516556957655,2234,2174.3806753770696,2188.8486152580695
1954-04-01,2328.4706140350872,2160.022582127731,2215.0984522908184,2279,2286.803059071249,2266.3896934127683
1954-05-01,2391.365350877192,2221.935116914465,2271.4550522151458,2423,2315.142286720398,2265.411107100132
1954-06-01,2545.839035087719,2375.426597373458,2419.358297574012,2290,2499.836850700852,2447.1650391086528
1954-07-01,2936.049561403508,2764.6549172334608,2802.9660831042597,2903,2829.595004982435,2804.0615208735744
1954-08-01,4040.839035087719,3868.462178409107,3901.1205140690463,4485,3470.1528452077036,3597.9199930266395
1954-09-01,3291.0495614035085,3117.6905041295777,3144.66369573153,3085,3673.9962981629224,3872.9269081491984
1954-10-01,2821.996929824561,2647.655668936375,2668.911417565394,2852,2987.9649928185554,2943.684387109553
1954-11-01,2642.4706140350872,2467.147146452245,2482.6531532548497,2629,2676.0994941071294,2617.409691671753
1954-12-01,2403.944298245614,2227.638623324946,2237.362587010424,2435,2443.8852404484255,2406.714500256829
1955-01-01,2227.1578947368416,2050.3611135941383,2082.3400370702634,2227,2363.956025364919,2329.934162620479
1955-02-01,2209.5263157894733,2032.7295406118324,2058.894110024117,1944,2325.6775048387112,2333.4940390187808
1955-03-01,2346.210526315789,2169.413754968331,2189.763972451654,2125,2325.776825126617,2315.9242316487484
1955-04-01,2454.263157894736,2277.4663895219273,2292.002255931822,2260,2439.7609236623794,2433.3009864959436
1955-05-01,2517.1578947368416,2340.3611285987145,2349.082644675148,2299,2506.5639892681565,2495.5662249826355
1955-06-01,2671.6315789473683,2494.83481334776,2497.7419807868937,2323,2571.7945348256553,2489.2800867127858
1955-07-01,3061.8421052631575,2885.045337497815,2882.1381590039036,2659,3131.2177311423534,3110.9317016651185
1955-08-01,4166.631578947368,3989.8348029635144,3981.1132845893353,3761,3754.4219752149434,3838.0567192499307
1955-09-01,3416.8421052631575,3240.0453329740376,3225.5094628063443,2779,3511.0659716520327,3662.3643359255457
1955-10-01,2947.78947368421,2770.9927020708874,2750.6424831286167,2761,3020.8995821312537,3010.1388367292698
1955-11-01,2768.2631578947367,2591.46638387681,2565.301819240364,2446,2805.4576845698434,2810.4035509360124
1955-12-01,2529.736842105263,2352.9400650395633,2320.961155352111,2278,2515.250351415169,2511.828518927323
1956-01-01,2352.9504385964906,2176.6447595988084,2166.920809702005,1879,2304.385953692786,2280.0399452592205
1956-02-01,2335.3188596491223,2159.995390906555,2144.489388879795,1881,2077.89622216376,2024.8083840048012
1956-03-01,2472.003070175438,2297.6618095531067,2276.406059465151,2165,2206.7536437518315,2197.4447551124595
1956-04-01,2580.0557017543856,2406.6966483967553,2379.7234530370206,2199,2380.812380307343,2404.223831950189
1956-05-01,2642.950438596491,2470.573591763595,2437.9152538059298,2308,2421.243424734733,2413.0806431948618
1956-06-01,2797.4241228070173,2626.029480802693,2587.718303877141,2529,2532.013347209394,2488.5244332262905
1956-07-01,3187.634649122807,3017.222209242801,2973.290497987498,2573,2957.7023409824965,2976.3122812425195
1956-08-01,4292.424122807017,4122.993878998553,4073.4739414001583,3946,3325.365659051211,3406.807220003607
1956-09-01,3542.6346491228064,3374.186613299128,3319.11073937828,3200,3400.2590234414597,3576.1613133682686
1956-10-01,3073.5820175438594,2906.1161866860307,2845.5166813955466,2574,3125.9280195888737,3163.2174240959134
1956-11-01,2894.0557017543856,2727.572072782006,2661.481241136169,2422,2644.655755118025,2584.352714553315
1956-12-01,2655.529385964912,2490.0279582348116,2418.4781028106736,2446,2365.256304560589,2348.3878613890824
1957-01-01,2478.74298245614,2314.7148570841096,2265.8075846572083,2828,2209.9319194209165,2185.1796727079673
1957-02-01,2461.111403508771,2299.0476926819083,2244.778293265521,2879,2396.6857138532428,2448.903042626644
1957-03-01,2597.795614035087,2437.696315618513,2378.129395215281,2800,2644.43816991807,2700.4151369310025
1957-04-01,2705.8482456140346,2547.713358752214,2482.913522085437,2835,2707.216070106064,2694.903124787476
1957-05-01,2768.74298245614,2612.572506409106,2542.604358086515,2585,2760.9019718165614,2732.7325820056412
1957-06-01,2923.2166666666662,2769.010599738257,2693.9387453237764,2787,2735.434636675598,2659.6898078148392
1957-07-01,3313.4271929824554,3161.1855324684175,3081.074578534067,3334,3037.611242141992,3023.917481850935
1957-08-01,4418.216666666667,4267.939406514221,4182.853962980543,4746,3794.0982032681222,3884.9026273460267
1957-09-01,3668.427192982456,3520.11434510485,3430.11900392636,3613,3972.8131471763586,4106.600753538058
1957-10-01,3199.3745614035083,3053.026122781805,2958.1854908452065,3463,3317.4388922459357,3278.386154500387
1957-11-01,3019.8482456140346,2875.464213167833,2775.84289742129,3274,3089.131054134893,3029.6603856788633
1957-12-01,2781.321929824561,2638.902302910691,2534.564907865138,2801,3011.887588220732,2966.9218768136334
1958-01-01,2604.535526315789,2464.571406050042,2383.6518404148983,2488,2950.3760707935107,2920.5510497589294
1958-02-01,2586.9039473684206,2449.8864459378938,2364.412301660318,2386,2812.294607818969,2799.3892474652616
1958-03-01,2723.5881578947365,2589.5172731645507,2499.585458181068,2428,2806.0963291527178,2821.5219132565253
1958-04-01,2831.6407894736835,2700.516520588304,2606.2239415560957,2678,2840.7696325252227,2845.802993299505
1958-05-01,2894.535526315789,2766.357872535249,2667.801435995928,2744,2854.96546394912,2838.562465056755
1958-06-01,3049.0092105263157,2923.7781701544523,2821.054783605826,2772,3102.7329683230732,3042.371757274882
1958-07-01,3439.219736842105,3316.9353071746655,3210.141879122634,3520,3622.677665454787,3565.873986393921
1958-08-01,4544.009210526316,4424.671385510523,4313.90482780951,3833,4291.748214663574,4285.592189263007
1958-09-01,3794.219736842105,3677.828528391203,3563.18573492961,3377,3953.5217687580607,3974.076873185365
1958-10-01,3325.1671052631573,3211.722510358211,3093.3003899566197,3013,3688.9487441421434,3676.3986365297596
1958-11-01,3145.640789473684,3035.1428050342915,2913.0382665747507,2871,3315.070435048789,3313.8361574748315
1958-12-01,2907.11447368421,2799.5630990672025,2673.873048994527,2592,2929.474858766748,2943.2135585103747
1959-01-01,2730.328070175438,2626.214406496605,2525.105055454098,2375,2639.921975039719,2630.3850825492727
1959-02-01,2712.6964912280696,2612.51165067451,2508.0428925432116,2304,2533.8365956968164,2520.811562570272
1959-03-01,2849.3807017543854,2753.124682191219,2645.4257268415367,2464,2602.3616225095884,2591.7053241619546
1959-04-01,2957.433333333333,2865.1061339050257,2754.306189928021,2557,2799.8259956982633,2810.6061060832194
1959-05-01,3020.3280701754384,2931.929690142023,2818.1579660131915,2739,2877.645528288407,2865.2400590837733
1959-06-01,3174.8017543859646,3090.332192051279,2973.7178972023107,2714,3102.640008328244,3081.9004744080444
1959-07-01,3565.012280701754,3484.471533361545,3365.143878232223,3102,3506.67641622885,3503.6185882419877
1959-08-01,4669.801754385964,4593.1898159874545,4471.278014366084,3961,3706.876170473379,3758.0948880279634
1959-09-01,3920.012280701754,3847.3291631581874,3722.962410867052,3772,3787.6289888351057,3884.3990118933725
1959-10-01,3450.9596491228067,3382.205349415248,3255.5128572088133,3245,3581.638767845761,3622.0447213039956
1959-11-01,3271.433333333333,3206.607848381381,3077.718827075575,3104,3227.3951572506135,3214.5541289854596
1959-12-01,3032.907017543859,2972.010346704345,2841.054004677865,2869,2933.325402428933,2933.322067998999
1960-01-01,2856.1206140350873,2799.6438584238003,2694.8187082538334,2513,2697.6958572936474,2684.0772938156624
1960-02-01,2838.489035087719,2786.923306891757,2680.3215443932245,2385,2548.454668928199,2517.177722978665
1960-03-01,2975.1732456140344,2928.518542698519,2820.3016796757092,2756,2607.303089565304,2601.6257808713353
1960-04-01,3083.225877192982,3041.4821987023784,2931.8117456802365,2927,2857.9722013731684,2894.7603404988904
1960-05-01,3146.1206140350873,3109.287959229428,2998.325426617332,2940,3038.7646082029955,3055.517673387243
1960-06-01,3300.5942982456136,3268.6726654287368,3156.579564592258,3180,3115.1830688416276,3074.599956149651
1960-07-01,3690.804824561403,3663.794211029055,3550.7320543418587,3791,3546.0605118340495,3519.4850199687285
1960-08-01,4795.5942982456145,4773.494697945017,4659.6250011292905,4093,4119.843438093833,4120.807627056549
1960-09-01,4045.804824561403,4028.6162494058026,3914.100510217712,4309,4083.8782022582714,4091.5857963455487
1960-10-01,3576.7521929824557,3564.474639952916,3449.4743710808075,3532,3933.3221929268248,3946.670133226011
1960-11-01,3397.225877192982,3389.859343209102,3274.5360574027877,3408,3524.977976853388,3488.680763231211
1960-12-01,3158.6995614035086,3156.2440458221176,3040.7592533941774,2839,3208.6409922094076,3206.1861585805796
1961-01-01,2981.9131578947363,2984.859761831626,2897.444277293125,2792,2762.7238613661325,2711.545270048491
1961-02-01,2964.281578947368,2973.1214145896356,2885.899735689381,2798,2731.545908249516,2711.53240331519
1961-03-01,3100.965789473684,3115.6988546864504,3028.8647951626112,3007,2959.2364317798324,2961.2915157076045
1961-04-01,3209.018421052631,3229.644714980362,3143.392087291767,3086,3179.737601065584,3190.4929440160095
1961-05-01,3271.9131578947363,3298.4326797974645,3212.955296287372,3201,3300.236660985465,3262.513300096862
1961-06-01,3426.386842105263,3458.799590286825,3374.29126425469,3428,3566.009828370394,3506.8735765538217
1961-07-01,3816.597368421052,3854.9033401771967,3771.557885930565,3754,3973.1298579551058,3909.7206341596693
1961-08-01,4921.386842105263,4965.586031383211,4883.597266578154,4917,4239.829185864329,4181.346276780447
1961-09-01,4171.597368421052,4221.68978713405,4141.251511460613,3760,4585.9364681350635,4534.417102189751
1961-10-01,3702.544736842105,3758.5303819712153,3679.8364100516287,3609,3952.092895391249,3869.4679941613176
1961-11-01,3523.0184210526313,3584.897289517454,3508.141436035412,3471,3635.879728345848,3603.225440886641
1961-12-01,3284.4921052631576,3352.2641964205222,3277.6402736224863,3347,3250.9255699170017,3233.892557109286
1962-01-01,3107.7057017543857,3181.862116720083,3137.6332410510013,3333,3150.2085004385617,3150.2472883936343
1962-02-01,3090.074122807017,3171.1059737681453,3129.4289449107064,3456,3189.1231988231925,3178.43308508012
1962-03-01,3226.758333333333,3314.6656181550125,3275.7665517812666,3569,3417.444311696019,3417.952678673082
1962-04-01,3334.8109649122803,3429.593682738977,3393.698693241635,3900,3571.028695200807,3540.239100921187
1962-05-01,3397.7057017543852,3499.363851846132,3466.699053502335,3909,3773.1212521204025,3727.1925425987924
1962-06-01,3552.179385964912,3660.712966625546,3631.504474668631,4098,3947.491755739718,3851.997763115905
1962-07-01,3942.3899122807015,4057.798920805969,4032.272851477366,4826,4326.364190243392,4202.481698684727
1962-08-01,5047.1793859649115,5169.463816302036,5147.846289191695,5770,4774.017682144117,4640.694589770635
1962-09-01,4297.3899122807015,4426.5497763429275,4409.066893074778,5108,4692.0287694188155,4583.9901209256395
1962-10-01,3828.337280701754,3964.3725754701454,3951.250452600302,4360,4465.679336300493,4318.317729553967
1962-11-01,3648.81096491228,3791.7216873064367,3783.1864414524703,4100,4050.528367554912,3910.008990652405
1962-12-01,3410.2846491228065,3560.070798499558,3556.3485438418156,3562,3776.1603926830658,3677.5378395248904
1963-01-01,3233.4982456140347,3390.6509230891716,3420.037078006483,3284,3497.2422406123237,3407.4355580013053
1963-02-01,3215.8666666666663,3380.876984427286,3415.560650536222,3278,3434.0444897388084,3341.4974455372085
1963-03-01,3352.5508771929817,3525.418833104206,3565.658428010699,3424,3616.794154493362,3522.718550393279
1963-04-01,3460.6035087719297,3641.329101978223,3687.383042008866,3843,3909.351561667386,3807.9399269871783
1963-05-01,3523.4982456140347,3712.0814753754303,3764.2081767412474,3614,4134.267253249101,4007.7632596513354
1963-06-01,3677.971929824561,3874.412794444897,3932.870674313105,3536,4280.379008414774,4080.40292805217
1963-07-01,4068.1824561403505,4272.480952915373,4337.528429461285,4505,4635.688987725589,4401.946567035039
1963-08-01,5172.971929824562,5385.128052701493,5457.023547448942,5456,5029.833476791289,4813.052522192538
1963-09-01,4423.18245614035,4643.196217032437,4722.198133539235,4881,5033.501498483392,4835.641285469419
1963-10-01,3954.129824561403,4182.001220449708,4268.367977205848,4041,4725.717307107855,4534.03449324617
1963-11-01,3774.6035087719297,4010.332536576051,4104.3225521329905,3724,4254.4514392657375,4098.6470972127245
1963-12-01,3536.077192982456,3779.663852059225,3881.535542531191,3525,3747.763478742794,3657.273144179083
1964-01-01,3359.2907894736836,3611.226180938891,3749.307266638595,3437,3445.4088768012953,3391.9876130686516
1964-02-01,3341.6592105263153,3602.4344465670583,3748.9463310449537,3324,3426.4491241954593,3375.1694246503794
1964-03-01,3478.343421052631,3747.958499534031,3903.191902329933,3977,3619.637497236585,3548.3578113770473
1964-04-01,3586.396052631578,3864.8509726981006,4029.0966120724834,4025,4089.938932468347,4034.156887867859
1964-05-01,3649.290789473683,3936.585550385361,4110.134144483131,4016,4043.587999772916,3935.6203744661975
1964-06-01,3803.7644736842103,4099.899073744879,4283.041341667137,4031,4151.863201701111,3979.8000768627853
1964-07-01,4193.974999999999,4498.949436505408,4691.976098361345,4489,4635.081177407609,4417.164980854935
1964-08-01,5298.76447368421,5612.578740581581,5815.780519828916,5563,4941.42680630975,4732.131226207495
1964-09-01,4548.974999999999,4871.629109202577,5085.296711333003,5709,4961.184636410441,4789.11196932906
1964-10-01,4079.922368421052,4411.4163169099,4635.840462347291,4620,4791.198087556561,4626.783760468807
1964-11-01,3900.396052631578,4240.729837326297,4476.201246555994,4160,4333.236376682881,4157.653057790016
1964-12-01,3661.869736842105,4011.043357099523,4257.852748169634,4012,3933.293421418427,3795.076501892065
1965-01-01,3485.083333333333,3843.587890269242,4130.095285426362,3987,3703.20115256024,3613.491023627782
1965-02-01,3467.4517543859643,3835.7783601874617,4134.237464915925,4155,3725.436017216542,3640.1038786575646
1965-03-01,3604.135964912281,3982.2846174444862,4293.018453217993,4054,4143.036879109928,4024.208115894771
1965-04-01,3712.188596491227,4100.159294898609,4423.490881911511,4485,4231.581876654224,4089.5506703743063
1965-05-01,3775.083333333333,4172.876076875922,4509.12843520701,4558,4396.050911498625,4240.221647027616
1965-06-01,3929.55701754386,4337.171804525493,4686.66795520975,4462,4488.51601403337,4281.381917532498
1965-07-01,4319.767543859649,4737.204371576075,5100.267336656573,4594,4743.348048292252,4481.513252282018
1965-08-01,5424.557017543859,5851.8158799423,6228.768684810641,6481,5058.293716551852,4778.684273490579
1965-09-01,4674.767543859649,5111.848452853348,5503.014104935109,6345,5309.064625131422,5050.542413196852
1965-10-01,4205.714912280701,4652.617864850725,5058.319386503658,5142,5125.528767615356,4857.925110834974
1965-11-01,4026.188596491228,4482.9135895571735,4903.474003200506,4824,4690.961191824304,4431.77196187052
1965-12-01,3787.6622807017543,4254.209313620453,4689.951639236171,4573,4420.5499587914455,4206.089709741724
1966-01-01,3610.875877192982,4087.736051080224,4567.052612848807,4158,4244.418913978326,4089.3298577205596
1966-02-01,3593.244298245613,4080.908725288497,4576.085530628161,4140,4071.904471084594,3902.2440398219987
1966-03-01,3729.9285087719295,4228.397186835574,4739.789559153901,4251,4137.355734254575,3948.1416713678195
1966-04-01,3837.981140350877,4347.2540685797485,4875.217330004975,4734,4478.250306770517,4280.353412600478
1966-05-01,3900.875877192982,4420.953054847114,4965.84252739191,4858,4673.537972806118,4460.1730042494
1966-06-01,4055.3495614035087,4586.230986786738,5148.401993419969,4798,4710.054854738728,4451.897875796189
1966-07-01,4445.560087719298,4987.245758127372,5567.053622825993,5080,4959.920933877018,4630.997576738005
1966-08-01,5550.349561403508,6102.83947078365,6700.639520873145,6905,5341.994597546805,5000.383181644891
1966-09-01,4800.560087719297,5363.854247984751,5980.001792824577,5504,5454.659626901842,5146.0802019829225
1966-10-01,4331.507456140351,4905.60586427218,5540.456228153973,5457,5122.699352745911,4798.048667516635
1966-11-01,4151.9811403508775,4736.883793268681,5390.792300545549,5198,4948.512770941043,4677.478469913072
1966-12-01,3913.454824561403,4509.161721622013,5182.483694209826,4890,4729.919052628776,4495.8350006125675
